id,revenue
3256,9318138.10620626
3257,3434203.2078059535
3258,10679446.336694386
3259,25650002.232354447
3260,897706.0389840782
3261,496856652.83926415
3262,20736567.1435026
3263,324281.8340330856
3264,244253.24612008955
3265,112208.65642130765
3266,92840.52318193478
3267,26104249.80251701
3268,30431.659346990928
3269,37828162.49317002
3270,17028657.364237092
3271,1426954.0051867948
3272,6033213.493777543
3273,12940821.51901571
3274,445807654.20572567
3275,11505278.825472485
3276,765020.8005402499
3277,17467800.678600106
3278,25402132.116835807
3279,6343620.275479144
3280,301616301.91856575
3281,316369.3483132182
3282,3493242.8834551056
3283,230196180.5922103
3284,27068099.79795036
3285,67661451.89080751
3286,461603.8693580716
3287,1883224.1509701847
3288,9535492.526904285
3289,77211792.58384776
3290,33646171.14666787
3291,66725107.29377888
3292,169863519.6878863
3293,41464528.87122203
3294,2480447.5249323184
3295,12577260.080331512
3296,398634.47437365865
3297,895030.9996872088
3298,43578470.00019571
3299,1935647.1905877274
3300,31118999.977969937
3301,178951.02204936085
3302,5502470.0751122115
3303,1013083.5949526164
3304,7570138.325598953
3305,59320949.03336127
3306,722474.0526587322
3307,23699798.885208394
3308,16284836.68385661
3309,158338.04561279737
3310,3625224.4028624836
3311,5596656.567897118
3312,1584451.2420165453
3313,37741702.189735636
3314,22772156.933060743
3315,58467672.10650119
3316,25580348.5421231
3317,155900.79622678587
3318,260807.9104577219
3319,8190574.938302992
3320,8330777.403615687
3321,5207381.719163531
3322,2862567.064362647
3323,124642498.28414842
3324,4728685.346917977
3325,132871909.53874448
3326,347816180.69832516
3327,57639862.327902645
3328,18290998.905887175
3329,4914409.422815179
3330,126463818.81803814
3331,1048469.7461041497
3332,86451735.91322353
3333,272326015.1536157
3334,1370048.203167384
3335,20445026.417996712
3336,4729303.860489201
3337,51207.15184599742
3338,16560877.918992769
3339,950949.2569238299
3340,95478407.93335575
3341,3404105.42365973
3342,69974691.71085349
3343,93867558.95587495
3344,994378.7937041931
3345,2507394.617646139
3346,17468446.358579557
3347,89096.18021878465
3348,19378938.901825663
3349,44858913.99147537
3350,368632116.1614468
3351,9870045.602036629
3352,1194269.0226697582
3353,79508753.52488682
3354,2653556.3769761687
3355,2839800.8153714384
3356,4480412.362491369
3357,593468.8784556682
3358,15228006.910667393
3359,16926325.050528824
3360,10112240.030651715
3361,70744761.65431532
3362,7536005.802124593
3363,1720516.1114264322
3364,16012455.081217645
3365,346543.84590938804
3366,94157181.75088991
3367,96678619.13708378
3368,1131129.3939503669
3369,19691126.082821596
3370,66399458.217513025
3371,60328303.006749436
3372,28071214.71286468
3373,40742658.620228164
3374,8326677.56894027
3375,69299986.24076769
3376,21608608.76476884
3377,9770202.3429621
3378,13391186.749298614
3379,160699371.68902332
3380,41863013.39321117
3381,593844.5958046678
3382,244241.5176752074
3383,1797624.897971915
3384,12276538.29552145
3385,68236068.7744961
3386,918491.4699733177
3387,2529418.949269332
3388,161478003.08443338
3389,648998866.2174826
3390,5746363.729364889
3391,13145387.978003215
3392,9103994.990181433
3393,5027837.942047104
3394,27198924.058455624
3395,188351615.5609335
3396,5764992.960078646
3397,198060.11623996976
3398,348706837.1394196
3399,77621958.30854043
3400,9700660.673113827
3401,3213203.7796613723
3402,190496.19290250418
3403,58634897.04764938
3404,11426753.757079575
3405,5790971.503828599
3406,45236490.36081943
3407,175886441.21577144
3408,14717097.210733976
3409,978736.2985077992
3410,33383646.98724606
3411,73504082.61848477
3412,11196774.342534605
3413,15705145.996670794
3414,601230.5062962676
3415,6962284.181998231
3416,26395444.234880067
3417,118978085.82826877
3418,48136297.8112603
3419,351603443.1671032
3420,215828.15170459668
3421,15287261.205689799
3422,556151.7591879496
3423,460335659.4720813
3424,261161.87106738146
3425,1856659.6700283387
3426,10299322.002584346
3427,31610655.995104898
3428,2403964.4445242723
3429,40147204.84091377
3430,366303204.9908305
3431,2341247.789046015
3432,6136398.532785028
3433,20398968.944776103
3434,1625422.2226211885
3435,305515414.96995014
3436,247621860.6083625
3437,721094.5614351102
3438,21353990.530086253
3439,41372952.56865104
3440,24509883.06571945
3441,57810690.52618943
3442,1653322.4589500623
3443,1384849.4677510662
3444,191194.53512351314
3445,99649055.15446499
3446,313923.9726329655
3447,3197279.284725368
3448,5800815.754431694
3449,15219083.124994237
3450,115182808.28243452
3451,14383982.11725245
3452,31867620.49975831
3453,61423156.90023834
3454,22406391.47110817
3455,4371288.403076485
3456,99001088.39162302
3457,9746816.125150936
3458,16069685.40608881
3459,505396867.33145463
3460,38079868.72588323
3461,6381723.586407111
3462,3833871.0490955757
3463,36743888.45511222
3464,237977.44691320922
3465,32816605.563225828
3466,16825654.064498946
3467,5470850.418148078
3468,141937564.71931738
3469,1166519.9218180575
3470,226541.9796498311
3471,34304212.62435964
3472,408627.0702942172
3473,24290031.429796834
3474,74574871.5052754
3475,224575466.9671002
3476,5972896.626558265
3477,9313870.268119998
3478,7459852.960546454
3479,197023977.45560732
3480,3977104.751629717
3481,3257500.7322650384
3482,2388925.4026824376
3483,874034.8082457904
3484,3442218.2404852547
3485,104228143.47693498
3486,15412504.449972598
3487,119169599.24361958
3488,98468118.89986289
3489,7204991.060464175
3490,16442335.47927612
3491,14583316.29633196
3492,3980677.744201389
3493,6863119.301286667
3494,452495.04358071776
3495,114399249.44667646
3496,5705571.664719043
3497,96318972.4594053
3498,115418660.56742741
3499,15802603.706061944
3500,57397.96277112407
3501,59016505.23356964
3502,65629001.68185702
3503,73351756.71336152
3504,40000498.445876114
3505,1524843.3862524142
3506,123013212.53698352
3507,82576771.89965345
3508,16334647.13053178
3509,11486247.507520813
3510,11955548.424209392
3511,20954719.410186123
3512,187602947.7225001
3513,5137275.232437712
3514,8864594.814239359
3515,2003006.3771878881
3516,12859484.957457112
3517,681218247.8213606
3518,60102702.41748101
3519,3112959.642860564
3520,1698068.7663299355
3521,235670.59962145353
3522,14675208.606064191
3523,16562724.197508182
3524,104489096.49550459
3525,79575730.26777226
3526,6927885.016816012
3527,12354351.084494576
3528,2137485.0905555785
3529,294036989.0208169
3530,18218380.339239806
3531,40841998.84418534
3532,77706547.58261342
3533,15791218.955317687
3534,26114501.41973814
3535,236117474.50134227
3536,10359694.107991401
3537,72519741.39516145
3538,83974783.10969539
3539,22605676.58334963
3540,6037813.028324281
3541,13176593.19860046
3542,23982004.352119952
3543,163419.10251641745
3544,24756562.314047758
3545,14.09206808525394
3546,822954.7554249421
3547,204981132.79416615
3548,259396903.48437795
3549,2604048.9599348046
3550,22686744.996920295
3551,150127563.0556474
3552,71453159.58705024
3553,37568880.62521347
3554,104208329.88354778
3555,202818249.70483017
3556,25780350.65285895
3557,6686160.126100615
3558,296906152.7040306
3559,38603785.7875984
3560,310040.9418314039
3561,32640310.328850787
3562,7270149.308955591
3563,8383395.844874861
3564,637986.2791411125
3565,10696215.498091191
3566,76005020.72192895
3567,2045705.7890386474
3568,5416516.128754381
3569,158966819.98980373
3570,895049.0640843215
3571,44864789.45183746
3572,207390317.4343731
3573,4333707.5203610845
3574,11279111.61816179
3575,3122116.046095441
3576,13872505.81257196
3577,14809506.415504206
3578,73256058.29119861
3579,30347383.039516576
3580,23287689.93445942
3581,5305791.54292019
3582,154036668.1537662
3583,326848.1822481591
3584,13100951.400407638
3585,14840251.957742346
3586,24532880.81965066
3587,309455.0303772
3588,1300489.197152199
3589,28368054.76734075
3590,9462835.190169232
3591,390024566.35818017
3592,833844.9689225112
3593,180331.53554727547
3594,328.3921358104302
3595,23833182.08281867
3596,6706140.794785517
3597,4161589.457080838
3598,27412379.536208283
3599,10785484.362519896
3600,1577405.2529268658
3601,83486.1425684059
3602,295839.62091769814
3603,7540628.48947693
3604,3294685.7986970292
3605,58186753.399347246
3606,212751.677963392
3607,56948617.04203029
3608,197536155.38110515
3609,846100.0207770244
3610,26024934.123965412
3611,491873.32175257977
3612,2560048.6897525014
3613,2791318.6854312485
3614,155389564.91773358
3615,24379449.316227313
3616,16395339.840689015
3617,7517391.104306079
3618,133565934.24809259
3619,388.0156045136574
3620,240469642.68995538
3621,258302145.50856194
3622,282530178.24277097
3623,90472023.75664192
3624,44015.45646750636
3625,3046796.5304812575
3626,24289744.06546745
3627,20442553.408944502
3628,459102597.2975534
3629,2078045.328321268
3630,80506.95862909345
3631,109610385.56280279
3632,6165662.309501726
3633,34478764.503619574
3634,1869001.4284804284
3635,1053914.8474349882
3636,40570444.6632268
3637,708243.4200470707
3638,23083124.074513253
3639,89962490.83449997
3640,288558618.9696116
3641,3101720.583383317
3642,1249342.5388164707
3643,5650137.676991595
3644,5097829.186530969
3645,16389111.78427764
3646,5880202.26533993
3647,7285639.545497989
3648,4399038.528747082
3649,7537503.795314318
3650,10407469.551110545
3651,556411485.4849904
3652,64140950.36247035
3653,254356833.07146293
3654,3079889.2120225457
3655,25626723.11143198
3656,1363195.346148001
3657,67641.92284546282
3658,1742087.247834012
3659,162561252.792316
3660,307814223.6231575
3661,8095085.000044131
3662,11494488.29739614
3663,539296278.7050107
3664,167138.90475320444
3665,415811.89945641183
3666,10927599.936831845
3667,139784417.57264215
3668,51698472.13153513
3669,4487146.167480306
3670,2796.3885733554853
3671,21459761.398451928
3672,4957385.852807963
3673,45226191.867079765
3674,6036704.420883085
3675,252070268.26342434
3676,140798547.4082154
3677,2580509.863145932
3678,8232589.578663379
3679,39822457.526358046
3680,4512932.8836915055
3681,1547484.577834675
3682,115605390.55686307
3683,4103951.4760475466
3684,186438925.092228
3685,191801963.04255104
3686,3726232.4972369494
3687,153133672.44517463
3688,4465071.091563026
3689,383686.65840704227
3690,76611460.18884489
3691,566319.9998985163
3692,74016.33071691944
3693,148919332.8761589
3694,196230342.14814782
3695,29547330.479796566
3696,34976467.04479304
3697,4905819.434097639
3698,55540630.23082899
3699,4009255.502302923
3700,2049841.9129276564
3701,9611283.5046524
3702,28978.958796469986
3703,104820520.51870388
3704,147579840.34479356
3705,8679864.257703584
3706,71627901.32700588
3707,619617.2364425769
3708,10265576.204410056
3709,257918199.00877693
3710,9249425.614236925
3711,654041.9107837825
3712,39251903.50715517
3713,10201623.87117248
3714,589359.838784355
3715,1887316.646350203
3716,2138420.3542888034
3717,153420.23724774207
3718,3981610.3113608398
3719,89206833.93448178
3720,14606725.910952952
3721,106879.23179457558
3722,18315486.70578385
3723,469463.046815612
3724,10807615.88929522
3725,20829568.56469751
3726,5032000.367415736
3727,31507166.05511849
3728,130740618.16449103
3729,5841907.443938598
3730,109927827.27125585
3731,96384917.99697983
3732,687203.1922731302
3733,377768286.4032063
3734,247466898.05516723
3735,8015098.8196728425
3736,6871026.910447322
3737,6462598.245786976
3738,525838.1233989169
3739,2323999.686832262
3740,852407.2520753562
3741,6117031.957608828
3742,121877900.42215267
3743,63855247.775361404
3744,109461275.94358759
3745,38370135.39548533
3746,185587865.10637543
3747,38239.35892020649
3748,2538434.8208535304
3749,5571208.688817905
3750,233433.00242523343
3751,5298142.488999196
3752,2475049.943829575
3753,3727055.9320287355
3754,54588973.553703845
3755,80360761.34632672
3756,947702.1023407626
3757,417722128.6019608
3758,82168350.13612299
3759,4067989.25179254
3760,79156416.52198918
3761,19661816.199315753
3762,357464836.15679777
3763,17146683.123196945
3764,19455285.921180315
3765,2140040.8889704607
3766,634934.0242075964
3767,32945865.496313393
3768,3456054.21873134
3769,2040259.7806984154
3770,1725834.4247066882
3771,19118916.752254218
3772,6821958.442752744
3773,53632151.97869606
3774,17763900.123619772
3775,138591538.73006195
3776,61368896.275182754
3777,1367921.2163615783
3778,168762.59707098416
3779,16659122.09531777
3780,128778.0891454382
3781,23829583.86983034
3782,990358.2242024143
3783,7561083.844563516
3784,632526.5729476676
3785,307666556.3287563
3786,4761463.520239806
3787,142025412.94481063
3788,598468907.5078125
3789,2045373.8267893326
3790,978474.5251138211
3791,4893672.3082166705
3792,48.55119634330002
3793,1696394.6927044902
3794,2531675.924939847
3795,238394161.77339107
3796,5526494.778613234
3797,8398699.20322778
3798,58554481.5493842
3799,2280826.527994373
3800,938759.0691337571
3801,25095865.178509783
3802,113592.45519974222
3803,7662255.091007894
3804,58566.988212737924
3805,100637.02294617624
3806,49992910.57749067
3807,316432.22962695383
3808,258438.8047023462
3809,17452418.524421815
3810,1834420.9033038067
3811,10407308.92866261
3812,3471655.5522348164
3813,53421.38745082243
3814,1004787.5099992368
3815,95397615.15055192
3816,204889182.69065672
3817,185026990.60634187
3818,46473107.97470342
3819,34580599.00159037
3820,146004626.14782965
3821,49628488.807557024
3822,14976365.326936629
3823,7592478.307827612
3824,3774929.4432559814
3825,16734729.990400035
3826,89527826.26230672
3827,113915391.0340201
3828,2402766.615883057
3829,12671.649515747937
3830,54172919.548138656
3831,34.31801102729963
3832,240384835.5136662
3833,9944578.598203236
3834,2062923.5496770588
3835,6827242.816261521
3836,1404050.522331192
3837,33412932.88675199
3838,9439495.005037233
3839,714960.2454847938
3840,16286274.59254793
3841,5987830.49214711
3842,1312413.9101078382
3843,6508781.128547519
3844,1072175.4365199031
3845,32574.536446920094
3846,248191.06456694537
3847,30603.792689370202
3848,1013385.560354285
3849,48854686.622531824
3850,5685473.524629846
3851,16516077.121328093
3852,2867408.7751632174
3853,105318397.10855728
3854,92024.59743095037
3855,728736.3148571901
3856,15780284.964750823
3857,232134122.43612617
3858,413386.0785780033
3859,14997409.826038059
3860,9321827.125176793
3861,13056772.144017588
3862,6661375.516659532
3863,65950574.86407203
3864,4888785.302376844
3865,148063419.8989586
3866,2388358.2876572125
3867,16856797.691420265
3868,1543063.5667777406
3869,64643161.295214266
3870,50113827.312006935
3871,406040211.17571795
3872,6788158.323437235
3873,13690988.153722525
3874,736729.2927718647
3875,49946792.11647418
3876,218827.45823080727
3877,40752997.410096705
3878,271417402.06966615
3879,397594477.1159004
3880,15104140.052381884
3881,185.09534484965616
3882,4027032.090419179
3883,1945631.8933862378
3884,429871918.10713035
3885,1439219.8222897183
3886,48624778.79276206
3887,6581590.055645073
3888,3409871.7431355887
3889,7169951.613036351
3890,200072385.00818264
3891,7186891.752073135
3892,806904.667969746
3893,527051665.78672785
3894,106959704.93769589
3895,20197541.31965763
3896,31750630.293270506
3897,8625572.8083142
3898,10063038.9020961
3899,381005651.3611939
3900,16084931.754753469
3901,788685.8837145697
3902,92420.23153856165
3903,863749.0677063236
3904,8580789.240956997
3905,9859574.572327057
3906,120932567.07758906
3907,1575849.6370238557
3908,5701206.198166522
3909,920726.6628898648
3910,14873771.40944193
3911,1442797.8053895354
3912,11274508.835954096
3913,149225419.6368123
3914,27212037.90175186
3915,406775158.49523914
3916,464370.38608704344
3917,4549458.846135212
3918,7998999.298338842
3919,106474485.01330355
3920,29046262.165372185
3921,23778.412055308232
3922,13027063.321487632
3923,53501686.32196577
3924,42227939.314578
3925,279741364.2219161
3926,1318564.4184480691
3927,226522222.34053862
3928,123953000.31813446
3929,89762125.54457949
3930,1199486.04514805
3931,2395096.154233465
3932,2530162.7783616967
3933,7166980.272854611
3934,99154144.77305534
3935,81.32061510166383
3936,466997.6657074786
3937,159895164.21219572
3938,18612928.84264285
3939,40309706.406092085
3940,5151773.499696573
3941,32507265.475838944
3942,301637192.98524004
3943,653725173.6117314
3944,6434073.765474619
3945,46352673.934011504
3946,2592000.307250551
3947,119022563.6894039
3948,4480828.990297444
3949,676134.1659640473
3950,129448.96206840742
3951,8544960.765595607
3952,41123698.247929215
3953,66045183.18166222
3954,685394331.9434581
3955,1956941.2276224706
3956,11008031.681899818
3957,6577269.867661958
3958,346664.23518794397
3959,5107527.275283797
3960,937769.1502851547
3961,22976165.69502811
3962,745310.376183429
3963,14206534.224531006
3964,676966939.335993
3965,55410420.883624405
3966,8303340.742190836
3967,191849507.69970453
3968,23957455.021220207
3969,421.2344426792112
3970,26784889.82046164
3971,10609205.341402346
3972,24100328.666214265
3973,37511480.32184835
3974,571709.2460482251
3975,150009869.54038787
3976,69935817.70140702
3977,108580286.30408417
3978,233199462.64144605
3979,1004389.0486612767
3980,247946.22926099563
3981,233257.3893020076
3982,5916892.061886164
3983,26864138.661392983
3984,98300304.57139355
3985,4344393.336190892
3986,705349866.0090754
3987,29354116.9755902
3988,4571641.194556862
3989,22360378.04743917
3990,7699976.051543545
3991,554417.8537985223
3992,1089557.9213885798
3993,7815374.324660413
3994,17875387.544515286
3995,22503119.663235717
3996,80802494.24430057
3997,4353365.124081766
3998,163977311.94339812
3999,6746070.12981602
4000,43726510.64647501
4001,7059952.226861762
4002,70203822.84562908
4003,72858.28049544628
4004,69511943.11710787
4005,468448.7589372338
4006,20631024.11642652
4007,186858.92123124155
4008,4166983.452333265
4009,10887193.524000717
4010,706731.2213850617
4011,18049149.20795977
4012,61922530.88284555
4013,99703732.20520967
4014,139442.9942878399
4015,49753426.537726514
4016,18495332.73845532
4017,5701481.8023937605
4018,67320200.61929756
4019,327111565.65477705
4020,3425589.2052108375
4021,80796543.47378619
4022,5815232.911263933
4023,221431750.7218604
4024,26599941.58367291
4025,94299.91852212886
4026,129874974.61452901
4027,25829139.95462826
4028,1299994.4018466407
4029,82966.82743973318
4030,20576485.83067966
4031,81826921.64331469
4032,120986.79045037528
4033,33003.72081403871
4034,445719.2971500205
4035,25467499.695312697
4036,865908.952030623
4037,12398604.017704105
4038,3068238.898373571
4039,9513919.80434744
4040,4103073.6106046606
4041,417480.58760751586
4042,20658789.78352908
4043,3737150.104836075
4044,41503818.38549844
4045,67738936.21218985
4046,8202015.2751559
4047,669682486.3218281
4048,5693388.717324619
4049,138101.588362567
4050,298229.08054453845
4051,502982370.88560736
4052,5588718.190576317
4053,1135365.2884985316
4054,203096.8142620732
4055,7893579.675825595
4056,3317362.845332398
4057,17463.432252029954
4058,5323732.23638633
4059,4632817.430094106
4060,30790688.839002132
4061,216953592.2870549
4062,14969722.114809282
4063,28893374.31096428
4064,442781617.81900257
4065,144238881.07924908
4066,3764774.689891409
4067,27336592.64113061
4068,3065928.0073790783
4069,17040111.920007728
4070,4674023.976035971
4071,3258891.742622795
4072,8795236.558731493
4073,126686118.15815255
4074,137388.9921289005
4075,12435111.005642433
4076,38240194.38859319
4077,178951931.62345284
4078,3112578.6327912044
4079,32371388.164482117
4080,3965479.7691290183
4081,9571552.789893616
4082,232846441.81076485
4083,76926525.57805991
4084,200705.3446640486
4085,17930810.710827127
4086,179555679.6766237
4087,12038813.517545136
4088,60561717.220912755
4089,11835733.455999058
4090,5359651.689564569
4091,13780233.942701729
4092,35455361.634187624
4093,11179465.895662423
4094,3280317.684991843
4095,254154285.23396856
4096,7804894.4800883625
4097,52506033.63999942
4098,5154753.826549703
4099,3877049.7246931735
4100,41707102.74383251
4101,29199387.328633692
4102,1205591.2918587113
4103,9949211.107630119
4104,2886829.0328133027
4105,186031.51045590258
4106,2270907.113870001
4107,516458.13334764785
4108,8940333.644732058
4109,350271.8652012937
4110,51925310.17461298
4111,4372799.949484024
4112,12039195.434563112
4113,643193.6506914331
4114,150972772.5242065
4115,7896146.330232006
4116,25311089.02186511
4117,7409155.239642268
4118,43636782.36098889
4119,16528366.329296444
4120,922529.4310829937
4121,4031822.715368795
4122,112935522.3459919
4123,5202434.293974506
4124,32602833.263938032
4125,9012983.709174506
4126,2428788.1114375
4127,5133239.6115462575
4128,12540578.877978764
4129,754099.0552113563
4130,1849819.1283710855
4131,56239825.13798623
4132,118241839.76454717
4133,23015694.544286188
4134,5699241.443220127
4135,17425623.63823695
4136,461582486.15795434
4137,7621437.7430551555
4138,66835171.18955049
4139,9777325.895860497
4140,2495413.979676706
4141,4121282.331876064
4142,49572221.30746425
4143,33730693.55842742
4144,2671533.864250889
4145,10787410.602012279
4146,2045585.9593397866
4147,45704.13465405399
4148,9672592.834091801
4149,4971384.2142891465
4150,798414.190025032
4151,835102.639526262
4152,6473399.434605881
4153,19238764.890948154
4154,713051.9203891996
4155,29682608.512028236
4156,2293199.0394964805
4157,1226131.0744057656
4158,20896269.94277546
4159,72759861.4897922
4160,339883053.0744932
4161,5876804.092465149
4162,10545884.827415228
4163,38740476.60155658
4164,1212878.1669451934
4165,5480826.400739394
4166,1452883.293664778
4167,27502538.009869017
4168,2742501.0554440897
4169,1598518.0181092531
4170,2908143.5874119834
4171,79203034.06613216
4172,73323170.90380108
4173,2365864.954040546
4174,5646646.665967401
4175,2810580.6847755397
4176,9606770.099330835
4177,16529.76197908518
4178,506775175.97380495
4179,387326.7061796552
4180,151151943.01720428
4181,19063147.19180013
4182,4676266.7690945165
4183,96175147.90243044
4184,12936190.072971685
4185,6803679.480640165
4186,4894219.0551780285
4187,9956883.748533428
4188,13194399.073671395
4189,529678.740603453
4190,14273.915642134229
4191,568731.2216039179
4192,35526.23241989624
4193,210444267.138286
4194,162668780.43045554
4195,4643870.083705218
4196,540.0082904977662
4197,19339317.99153475
4198,316889.1504250015
4199,8348480.786604007
4200,86465862.51678155
4201,19674856.17255428
4202,10908614.93013184
4203,9853814.081835192
4204,51939169.956502214
4205,4503527.537205432
4206,28767063.73524755
4207,409246832.8474659
4208,481371552.3220862
4209,6838193.357861789
4210,125063280.68445483
4211,26264944.91860503
4212,355158688.5924043
4213,666968.1622895874
4214,23543624.794258315
4215,581109.0843371022
4216,2368099.1771645313
4217,154486.74545258452
4218,35845621.91585199
4219,13721690.882964574
4220,11642485.893328281
4221,78.27251849052803
4222,671.8503020828498
4223,32943408.537824735
4224,2433305.1189447925
4225,12523150.558081422
4226,34711999.02655994
4227,17967419.32080236
4228,13493.52301660807
4229,93691426.39287841
4230,19648320.927176446
4231,14356650.104733223
4232,4782435.079589032
4233,117024580.42518651
4234,8455329.418351792
4235,1107177.3314899018
4236,3386274.069115919
4237,1422069.7288412002
4238,24337640.666448686
4239,55497221.221234865
4240,267800641.46304822
4241,277319388.56440747
4242,10787274.464885782
4243,1904184.9985759947
4244,132146611.43197387
4245,2647823.113705491
4246,166206.5151603639
4247,55278280.17774934
4248,2933064.2307705698
4249,28018608.149180934
4250,50539729.9260356
4251,164889.34435101683
4252,177039968.53629518
4253,67914932.14914417
4254,33122118.32955762
4255,46330895.9123449
4256,281771178.68679804
4257,60978830.30683091
4258,22424056.683994114
4259,417808.59586725256
4260,245247808.55108124
